patch_key,fold_id,patch_index,class_index,class_name,channel_index,instance_id,total_pixel_count,overlap_pixel_count,positive_background_pixel_count,overlapping_class_indices,overlapping_instance_ids,overlapping_instance_ids_by_class,touches_cross_class_overlap,analysis_eligible,primary_eligible,confirmatory_eligible,analysis_exclusion_reason
fold_2:patch_1262,2,1262,2,connective_soft_tissue,2,5,137,1,0,[1],[1],"{""inflammatory"": [1]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1285,2,1285,1,inflammatory,1,302,548,2,0,[2],[299],"{""connective_soft_tissue"": [299]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1285,2,1285,2,connective_soft_tissue,2,299,252,2,0,[1],[302],"{""inflammatory"": [302]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1291,2,1291,0,neoplastic,0,1393,524,2,0,[1],[1400],"{""inflammatory"": [1400]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1291,2,1291,0,neoplastic,0,1396,404,1,0,[1],[1409],"{""inflammatory"": [1409]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1291,2,1291,1,inflammatory,1,1232,490,4,0,[2],[1243],"{""connective_soft_tissue"": [1243]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1291,2,1291,1,inflammatory,1,1400,395,2,0,[0],[1393],"{""neoplastic"": [1393]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1291,2,1291,1,inflammatory,1,1409,392,1,0,[0],[1396],"{""neoplastic"": [1396]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1291,2,1291,2,connective_soft_tissue,2,1243,668,4,0,[1],[1232],"{""inflammatory"": [1232]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1294,2,1294,0,neoplastic,0,1501,262,4,0,[1],[1509],"{""inflammatory"": [1509]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1294,2,1294,1,inflammatory,1,1509,201,4,0,[0],[1501],"{""neoplastic"": [1501]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1373,2,1373,0,neoplastic,0,164,524,1,0,[2],[168],"{""connective_soft_tissue"": [168]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1373,2,1373,2,connective_soft_tissue,2,168,700,1,0,[0],[164],"{""neoplastic"": [164]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1385,2,1385,0,neoplastic,0,120,479,5,0,[2],[110],"{""connective_soft_tissue"": [110]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1385,2,1385,2,connective_soft_tissue,2,110,112,5,0,[0],[120],"{""neoplastic"": [120]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1387,2,1387,0,neoplastic,0,167,250,5,0,[2],[171],"{""connective_soft_tissue"": [171]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1387,2,1387,2,connective_soft_tissue,2,171,164,5,0,[0],[167],"{""neoplastic"": [167]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1391,2,1391,1,inflammatory,1,79,303,3,0,[2],[83],"{""connective_soft_tissue"": [83]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1391,2,1391,2,connective_soft_tissue,2,83,1054,3,0,[1],[79],"{""inflammatory"": [79]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1406,2,1406,1,inflammatory,1,17,331,3,0,[2],[28],"{""connective_soft_tissue"": [28]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1406,2,1406,2,connective_soft_tissue,2,28,452,3,0,[1],[17],"{""inflammatory"": [17]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1409,2,1409,1,inflammatory,1,252,247,4,0,[2],[244],"{""connective_soft_tissue"": [244]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1409,2,1409,2,connective_soft_tissue,2,244,265,4,0,[1],[252],"{""inflammatory"": [252]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1410,2,1410,1,inflammatory,1,245,293,4,0,[2],[251],"{""connective_soft_tissue"": [251]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1410,2,1410,2,connective_soft_tissue,2,251,375,4,0,[1],[245],"{""inflammatory"": [245]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1411,2,1411,1,inflammatory,1,323,440,4,0,[2],[311],"{""connective_soft_tissue"": [311]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1411,2,1411,2,connective_soft_tissue,2,311,297,4,0,[1],[323],"{""inflammatory"": [323]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1423,2,1423,2,connective_soft_tissue,2,147,428,2,0,[4],[146],"{""non_neoplastic_epithelial"": [146]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1423,2,1423,4,non_neoplastic_epithelial,4,146,821,2,0,[2],[147],"{""connective_soft_tissue"": [147]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1437,2,1437,0,neoplastic,0,79,677,1,0,[2],[83],"{""connective_soft_tissue"": [83]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1437,2,1437,2,connective_soft_tissue,2,83,544,1,0,[0],[79],"{""neoplastic"": [79]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1438,2,1438,1,inflammatory,1,215,168,1,0,[2],[220],"{""connective_soft_tissue"": [220]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1438,2,1438,2,connective_soft_tissue,2,220,409,1,0,[1],[215],"{""inflammatory"": [215]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1447,2,1447,0,neoplastic,0,82,854,8,0,[2],[85],"{""connective_soft_tissue"": [85]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1447,2,1447,2,connective_soft_tissue,2,85,910,8,0,[0],[82],"{""neoplastic"": [82]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1448,2,1448,1,inflammatory,1,319,340,1,0,[2],[328],"{""connective_soft_tissue"": [328]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1448,2,1448,2,connective_soft_tissue,2,328,369,1,0,[1],[319],"{""inflammatory"": [319]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1501,2,1501,0,neoplastic,0,190,1094,3,0,[2],[173],"{""connective_soft_tissue"": [173]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1501,2,1501,2,connective_soft_tissue,2,173,654,3,0,[0],[190],"{""neoplastic"": [190]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1510,2,1510,0,neoplastic,0,263,1420,6,0,[2],[273],"{""connective_soft_tissue"": [273]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1510,2,1510,1,inflammatory,1,224,667,5,0,[2],[227],"{""connective_soft_tissue"": [227]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1510,2,1510,2,connective_soft_tissue,2,227,516,5,0,[1],[224],"{""inflammatory"": [224]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1510,2,1510,2,connective_soft_tissue,2,273,444,6,0,[0],[263],"{""neoplastic"": [263]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1513,2,1513,0,neoplastic,0,42,741,3,0,[2],[33],"{""connective_soft_tissue"": [33]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1513,2,1513,2,connective_soft_tissue,2,33,310,3,0,[0],[42],"{""neoplastic"": [42]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1515,2,1515,0,neoplastic,0,122,663,4,0,[2],[118],"{""connective_soft_tissue"": [118]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1515,2,1515,2,connective_soft_tissue,2,118,395,4,0,[0],[122],"{""neoplastic"": [122]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1536,2,1536,1,inflammatory,1,87,470,4,0,[2],[89],"{""connective_soft_tissue"": [89]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1536,2,1536,2,connective_soft_tissue,2,89,800,4,0,[1],[87],"{""inflammatory"": [87]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1553,2,1553,0,neoplastic,0,1238,432,3,0,[2],[1244],"{""connective_soft_tissue"": [1244]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1553,2,1553,2,connective_soft_tissue,2,1244,114,3,0,[0],[1238],"{""neoplastic"": [1238]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1567,2,1567,0,neoplastic,0,296,553,4,0,[2],[291],"{""connective_soft_tissue"": [291]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1567,2,1567,2,connective_soft_tissue,2,291,292,4,0,[0],[296],"{""neoplastic"": [296]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1570,2,1570,1,inflammatory,1,462,156,2,0,[2],[469],"{""connective_soft_tissue"": [469]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1570,2,1570,2,connective_soft_tissue,2,469,418,2,0,[1],[462],"{""inflammatory"": [462]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1571,2,1571,1,inflammatory,1,620,328,4,0,[2],[609],"{""connective_soft_tissue"": [609]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1571,2,1571,2,connective_soft_tissue,2,609,664,4,0,[1],[620],"{""inflammatory"": [620]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1578,2,1578,2,connective_soft_tissue,2,177,1079,13,0,[4],[191],"{""non_neoplastic_epithelial"": [191]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1578,2,1578,4,non_neoplastic_epithelial,4,191,1573,13,0,[2],[177],"{""connective_soft_tissue"": [177]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1583,2,1583,1,inflammatory,1,707,548,18,0,[2],[713],"{""connective_soft_tissue"": [713]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1583,2,1583,2,connective_soft_tissue,2,713,1060,18,0,[1],[707],"{""inflammatory"": [707]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1588,2,1588,2,connective_soft_tissue,2,862,363,2,0,[4],[70],"{""non_neoplastic_epithelial"": [70]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1588,2,1588,4,non_neoplastic_epithelial,4,70,901,2,0,[2],[862],"{""connective_soft_tissue"": [862]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1628,2,1628,1,inflammatory,1,189,989,3,0,[2],[199],"{""connective_soft_tissue"": [199]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1628,2,1628,2,connective_soft_tissue,2,199,632,3,0,[1],[189],"{""inflammatory"": [189]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1630,2,1630,1,inflammatory,1,287,1168,18,0,[2],[272],"{""connective_soft_tissue"": [272]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1630,2,1630,2,connective_soft_tissue,2,272,1074,18,0,[1],[287],"{""inflammatory"": [287]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1637,2,1637,1,inflammatory,1,631,431,2,0,[2],[633],"{""connective_soft_tissue"": [633]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1637,2,1637,2,connective_soft_tissue,2,633,503,2,0,[1],[631],"{""inflammatory"": [631]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1640,2,1640,2,connective_soft_tissue,2,701,385,12,0,[4],[700],"{""non_neoplastic_epithelial"": [700]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1640,2,1640,4,non_neoplastic_epithelial,4,700,434,12,0,[2],[701],"{""connective_soft_tissue"": [701]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1666,2,1666,1,inflammatory,1,228,776,1,0,[2],[226],"{""connective_soft_tissue"": [226]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1666,2,1666,2,connective_soft_tissue,2,226,934,1,0,[1],[228],"{""inflammatory"": [228]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1676,2,1676,1,inflammatory,1,480,506,14,0,[4],[477],"{""non_neoplastic_epithelial"": [477]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1676,2,1676,4,non_neoplastic_epithelial,4,477,780,14,0,[1],[480],"{""inflammatory"": [480]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1703,2,1703,1,inflammatory,1,25,308,10,0,[4],[22],"{""non_neoplastic_epithelial"": [22]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1703,2,1703,4,non_neoplastic_epithelial,4,22,580,10,0,[1],[25],"{""inflammatory"": [25]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1705,2,1705,1,inflammatory,1,141,976,13,0,[4],[129],"{""non_neoplastic_epithelial"": [129]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1705,2,1705,4,non_neoplastic_epithelial,4,129,716,13,0,[1],[141],"{""inflammatory"": [141]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1712,2,1712,1,inflammatory,1,363,561,12,0,[4],[350],"{""non_neoplastic_epithelial"": [350]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1712,2,1712,4,non_neoplastic_epithelial,4,350,753,12,0,[1],[363],"{""inflammatory"": [363]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1714,2,1714,1,inflammatory,1,299,387,4,0,[4],[296],"{""non_neoplastic_epithelial"": [296]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1714,2,1714,4,non_neoplastic_epithelial,4,296,942,4,0,[1],[299],"{""inflammatory"": [299]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1716,2,1716,1,inflammatory,1,341,840,1,0,[2],[1132],"{""connective_soft_tissue"": [1132]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1716,2,1716,2,connective_soft_tissue,2,1132,479,1,0,[1],[341],"{""inflammatory"": [341]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1719,2,1719,1,inflammatory,1,611,978,11,0,[2],[592],"{""connective_soft_tissue"": [592]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1719,2,1719,2,connective_soft_tissue,2,592,1209,11,0,[1],[611],"{""inflammatory"": [611]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1724,2,1724,1,inflammatory,1,811,899,15,0,[4],[813],"{""non_neoplastic_epithelial"": [813]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1724,2,1724,4,non_neoplastic_epithelial,4,813,1673,15,0,[1],[811],"{""inflammatory"": [811]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1727,2,1727,1,inflammatory,1,1100,579,231,0,[2],[1101],"{""connective_soft_tissue"": [1101]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1727,2,1727,2,connective_soft_tissue,2,1101,1062,231,0,[1],[1100],"{""inflammatory"": [1100]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1731,2,1731,1,inflammatory,1,14,18,1,0,[2],[29],"{""connective_soft_tissue"": [29]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1731,2,1731,2,connective_soft_tissue,2,29,454,1,0,[1],[14],"{""inflammatory"": [14]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1735,2,1735,1,inflammatory,1,242,587,4,0,[2],[246],"{""connective_soft_tissue"": [246]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1735,2,1735,1,inflammatory,1,285,363,13,0,[2],[275],"{""connective_soft_tissue"": [275]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1735,2,1735,2,connective_soft_tissue,2,246,1226,4,0,[1],[242],"{""inflammatory"": [242]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1735,2,1735,2,connective_soft_tissue,2,275,970,13,0,[1],[285],"{""inflammatory"": [285]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1755,2,1755,1,inflammatory,1,207,337,13,0,[2],[209],"{""connective_soft_tissue"": [209]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1755,2,1755,2,connective_soft_tissue,2,209,1013,13,0,[1],[207],"{""inflammatory"": [207]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1795,2,1795,2,connective_soft_tissue,2,559,1236,12,0,[4],[576],"{""non_neoplastic_epithelial"": [576]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1795,2,1795,4,non_neoplastic_epithelial,4,576,1662,12,0,[2],[559],"{""connective_soft_tissue"": [559]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1816,2,1816,0,neoplastic,0,385,248,1,0,[2],[374],"{""connective_soft_tissue"": [374]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1816,2,1816,2,connective_soft_tissue,2,374,737,1,0,[0],[385],"{""neoplastic"": [385]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1819,2,1819,0,neoplastic,0,122,448,3,0,[2],[118],"{""connective_soft_tissue"": [118]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1819,2,1819,2,connective_soft_tissue,2,118,447,3,0,[0],[122],"{""neoplastic"": [122]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1823,2,1823,0,neoplastic,0,272,313,1,0,[2],[270],"{""connective_soft_tissue"": [270]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1823,2,1823,2,connective_soft_tissue,2,270,711,1,0,[0],[272],"{""neoplastic"": [272]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1825,2,1825,0,neoplastic,0,48,874,4,0,[2],[45],"{""connective_soft_tissue"": [45]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1825,2,1825,2,connective_soft_tissue,2,45,682,4,0,[0],[48],"{""neoplastic"": [48]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1826,2,1826,0,neoplastic,0,140,692,1,0,[2],[143],"{""connective_soft_tissue"": [143]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1826,2,1826,2,connective_soft_tissue,2,143,199,1,0,[0],[140],"{""neoplastic"": [140]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1828,2,1828,0,neoplastic,0,138,1083,4,0,[2],[157],"{""connective_soft_tissue"": [157]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1828,2,1828,1,inflammatory,1,88,229,3,0,[2],[92],"{""connective_soft_tissue"": [92]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1828,2,1828,2,connective_soft_tissue,2,92,282,3,0,[1],[88],"{""inflammatory"": [88]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1828,2,1828,2,connective_soft_tissue,2,157,308,4,0,[0],[138],"{""neoplastic"": [138]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1869,2,1869,1,inflammatory,1,171,585,2,0,[2],[179],"{""connective_soft_tissue"": [179]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1869,2,1869,2,connective_soft_tissue,2,179,130,2,0,[1],[171],"{""inflammatory"": [171]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1880,2,1880,0,neoplastic,0,160,602,4,0,[1],[158],"{""inflammatory"": [158]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1880,2,1880,1,inflammatory,1,158,352,4,0,[0],[160],"{""neoplastic"": [160]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1881,2,1881,0,neoplastic,0,194,463,3,0,[1],[203],"{""inflammatory"": [203]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1881,2,1881,0,neoplastic,0,343,499,8,0,[1],[350],"{""inflammatory"": [350]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1881,2,1881,1,inflammatory,1,203,155,3,0,[0],[194],"{""neoplastic"": [194]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1881,2,1881,1,inflammatory,1,350,311,8,0,[0],[343],"{""neoplastic"": [343]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1896,2,1896,1,inflammatory,1,1034,340,7,0,[2],[1029],"{""connective_soft_tissue"": [1029]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1896,2,1896,1,inflammatory,1,1068,372,4,0,[2],[1059],"{""connective_soft_tissue"": [1059]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1896,2,1896,1,inflammatory,1,1078,236,4,0,[2],[1090],"{""connective_soft_tissue"": [1090]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1896,2,1896,2,connective_soft_tissue,2,1029,629,7,0,[1],[1034],"{""inflammatory"": [1034]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1896,2,1896,2,connective_soft_tissue,2,1059,278,4,0,[1],[1068],"{""inflammatory"": [1068]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1896,2,1896,2,connective_soft_tissue,2,1090,523,4,0,[1],[1078],"{""inflammatory"": [1078]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1905,2,1905,1,inflammatory,1,55,389,2,0,[2],[58],"{""connective_soft_tissue"": [58]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1905,2,1905,2,connective_soft_tissue,2,58,530,2,0,[1],[55],"{""inflammatory"": [55]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1979,2,1979,1,inflammatory,1,193,269,3,0,[2],[183],"{""connective_soft_tissue"": [183]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1979,2,1979,2,connective_soft_tissue,2,183,252,3,0,[1],[193],"{""inflammatory"": [193]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1989,2,1989,0,neoplastic,0,371,190,5,0,[1],[387],"{""inflammatory"": [387]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1989,2,1989,1,inflammatory,1,387,156,5,0,[0],[371],"{""neoplastic"": [371]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1990,2,1990,0,neoplastic,0,386,1044,18,0,[2],"[341, 357]","{""connective_soft_tissue"": [341, 357]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1990,2,1990,2,connective_soft_tissue,2,341,671,7,0,[0],[386],"{""neoplastic"": [386]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_1990,2,1990,2,connective_soft_tissue,2,357,808,11,0,[0],[386],"{""neoplastic"": [386]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2009,2,2009,1,inflammatory,1,18,408,1,0,[2],[30],"{""connective_soft_tissue"": [30]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2009,2,2009,2,connective_soft_tissue,2,30,533,1,0,[1],[18],"{""inflammatory"": [18]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2042,2,2042,0,neoplastic,0,230,1035,4,0,[2],[232],"{""connective_soft_tissue"": [232]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2042,2,2042,2,connective_soft_tissue,2,232,582,4,0,[0],[230],"{""neoplastic"": [230]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2065,2,2065,2,connective_soft_tissue,2,294,177,1,0,[4],[302],"{""non_neoplastic_epithelial"": [302]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2065,2,2065,4,non_neoplastic_epithelial,4,302,83,1,0,[2],[294],"{""connective_soft_tissue"": [294]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2087,2,2087,0,neoplastic,0,115,568,8,0,[2],[110],"{""connective_soft_tissue"": [110]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2087,2,2087,2,connective_soft_tissue,2,110,603,8,0,[0],[115],"{""neoplastic"": [115]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2140,2,2140,0,neoplastic,0,313,501,3,0,[2],[314],"{""connective_soft_tissue"": [314]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2140,2,2140,2,connective_soft_tissue,2,314,551,3,0,[0],[313],"{""neoplastic"": [313]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2142,2,2142,0,neoplastic,0,295,692,6,0,[1],[309],"{""inflammatory"": [309]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2142,2,2142,0,neoplastic,0,342,666,1,0,[2],[353],"{""connective_soft_tissue"": [353]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2142,2,2142,1,inflammatory,1,309,271,6,0,[0],[295],"{""neoplastic"": [295]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2142,2,2142,2,connective_soft_tissue,2,353,29,1,0,[0],[342],"{""neoplastic"": [342]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2152,2,2152,2,connective_soft_tissue,2,42,577,1,0,[4],[40],"{""non_neoplastic_epithelial"": [40]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2152,2,2152,4,non_neoplastic_epithelial,4,40,126,1,0,[2],[42],"{""connective_soft_tissue"": [42]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2171,2,2171,1,inflammatory,1,181,311,1,0,[2],[189],"{""connective_soft_tissue"": [189]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2171,2,2171,2,connective_soft_tissue,2,189,275,1,0,[1],[181],"{""inflammatory"": [181]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2178,2,2178,1,inflammatory,1,287,412,3,0,[2],[286],"{""connective_soft_tissue"": [286]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2178,2,2178,2,connective_soft_tissue,2,286,395,3,0,[1],[287],"{""inflammatory"": [287]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2204,2,2204,1,inflammatory,1,145,228,2,0,[2],[138],"{""connective_soft_tissue"": [138]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2204,2,2204,2,connective_soft_tissue,2,138,241,2,0,[1],[145],"{""inflammatory"": [145]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2207,2,2207,1,inflammatory,1,51,350,7,0,[2],[52],"{""connective_soft_tissue"": [52]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2207,2,2207,2,connective_soft_tissue,2,52,138,7,0,[1],[51],"{""inflammatory"": [51]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2209,2,2209,1,inflammatory,1,65,189,3,0,[2],[66],"{""connective_soft_tissue"": [66]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2209,2,2209,2,connective_soft_tissue,2,66,481,3,0,[1],[65],"{""inflammatory"": [65]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2210,2,2210,1,inflammatory,1,133,142,5,0,[2],[134],"{""connective_soft_tissue"": [134]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2210,2,2210,2,connective_soft_tissue,2,134,525,5,0,[1],[133],"{""inflammatory"": [133]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2216,2,2216,2,connective_soft_tissue,2,251,114,3,0,[4],[254],"{""non_neoplastic_epithelial"": [254]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2216,2,2216,4,non_neoplastic_epithelial,4,254,204,3,0,[2],[251],"{""connective_soft_tissue"": [251]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2245,2,2245,0,neoplastic,0,77,316,3,0,[1],[88],"{""inflammatory"": [88]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2245,2,2245,0,neoplastic,0,103,633,5,0,[1],[106],"{""inflammatory"": [106]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2245,2,2245,0,neoplastic,0,190,299,1,0,[1],[178],"{""inflammatory"": [178]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2245,2,2245,1,inflammatory,1,88,253,3,0,[0],[77],"{""neoplastic"": [77]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_2245,2,2245,1,inflammatory,1,106,386,5,0,[0],[103],"{""neoplastic"": [103]}",true,false,false,false,touches_cross_class_overlap
