fold_id,patch_index,class_index,class_name,instance_id,total_instance_pixels,cross_class_overlap_pixels,overlapping_instance_keys
3,1284,0,neoplastic,709,334,1,2:703
3,1284,2,connective_soft_tissue,703,294,1,0:709
3,1287,0,neoplastic,205,477,4,2:218
3,1287,2,connective_soft_tissue,218,349,4,0:205
3,1302,1,inflammatory,542,223,1,2:513
3,1302,2,connective_soft_tissue,513,328,1,1:542
3,1314,2,connective_soft_tissue,189,349,10,4:199
3,1314,4,non_neoplastic_epithelial,199,585,10,2:189
3,1323,0,neoplastic,504,79,7,2:483
3,1323,2,connective_soft_tissue,483,499,7,0:504
3,1333,1,inflammatory,17,351,1,2:4
3,1333,2,connective_soft_tissue,4,160,1,1:17
3,1450,0,neoplastic,145,722,7,2:153
3,1450,0,neoplastic,173,456,4,2:170
3,1450,2,connective_soft_tissue,153,351,7,0:145
3,1450,2,connective_soft_tissue,170,150,4,0:173
3,1451,0,neoplastic,185,321,2,2:181
3,1451,2,connective_soft_tissue,181,243,2,0:185
3,1454,0,neoplastic,240,663,7,2:246
3,1454,2,connective_soft_tissue,246,774,7,0:240
3,1475,2,connective_soft_tissue,393,424,5,4:395
3,1475,4,non_neoplastic_epithelial,395,649,5,2:393
3,1493,1,inflammatory,193,284,6,4:186
3,1493,4,non_neoplastic_epithelial,186,647,6,1:193
3,1501,0,neoplastic,48,920,13,2:50
3,1501,0,neoplastic,69,614,3,2:58
3,1501,2,connective_soft_tissue,50,538,13,0:48
3,1501,2,connective_soft_tissue,58,543,3,0:69
3,1502,0,neoplastic,251,367,4,2:245
3,1502,2,connective_soft_tissue,245,207,4,0:251
3,1503,0,neoplastic,376,600,2,2:388
3,1503,0,neoplastic,409,462,6,2:412
3,1503,2,connective_soft_tissue,388,422,2,0:376
3,1503,2,connective_soft_tissue,412,470,6,0:409
3,1512,0,neoplastic,51,413,1,1:46
3,1512,1,inflammatory,46,138,1,0:51
3,1512,1,inflammatory,70,381,2,2:52
3,1512,2,connective_soft_tissue,52,691,2,1:70
3,1514,0,neoplastic,164,674,2,2:180
3,1514,2,connective_soft_tissue,180,805,2,0:164
3,1528,1,inflammatory,199,148,5,2:192
3,1528,2,connective_soft_tissue,192,463,5,1:199
3,1537,1,inflammatory,209,211,2,2:213
3,1537,2,connective_soft_tissue,213,429,2,1:209
3,1540,1,inflammatory,22,236,2,2:17
3,1540,2,connective_soft_tissue,17,205,2,1:22
3,1545,1,inflammatory,413,308,1,2:403
3,1545,2,connective_soft_tissue,403,115,1,1:413
3,1555,0,neoplastic,164,461,6,2:172
3,1555,2,connective_soft_tissue,172,229,6,0:164
3,1556,0,neoplastic,196,701,1,2:197
3,1556,2,connective_soft_tissue,197,893,1,0:196
3,1560,0,neoplastic,58,407,4,2:52
3,1560,2,connective_soft_tissue,52,281,4,0:58
3,1561,1,inflammatory,44,375,1,2:32
3,1561,2,connective_soft_tissue,32,522,1,1:44
3,1649,0,neoplastic,72,182,8,2:71
3,1649,2,connective_soft_tissue,71,94,8,0:72
3,1650,0,neoplastic,356,190,1,2:372
3,1650,2,connective_soft_tissue,372,57,1,0:356
3,1659,0,neoplastic,158,511,7,2:154
3,1659,2,connective_soft_tissue,154,470,7,0:158
3,1660,0,neoplastic,236,711,2,2:229
3,1660,2,connective_soft_tissue,229,705,2,0:236
3,1675,0,neoplastic,521,77,2,1:531
3,1675,1,inflammatory,531,185,2,0:521
3,1692,1,inflammatory,77,299,5,2:62
3,1692,1,inflammatory,126,465,14,2:113
3,1692,2,connective_soft_tissue,62,483,5,1:77
3,1692,2,connective_soft_tissue,113,715,14,1:126
3,1695,0,neoplastic,656,912,6,1:456
3,1695,1,inflammatory,328,235,1,2:326
3,1695,1,inflammatory,360,328,1,2:368
3,1695,1,inflammatory,372,177,8,2:354
3,1695,1,inflammatory,381,367,13,2:364
3,1695,1,inflammatory,456,289,6,0:656
3,1695,1,inflammatory,460,250,1,2:448
3,1695,2,connective_soft_tissue,326,349,1,1:328
3,1695,2,connective_soft_tissue,354,731,8,1:372
3,1695,2,connective_soft_tissue,364,367,13,1:381
3,1695,2,connective_soft_tissue,368,311,1,1:360
3,1695,2,connective_soft_tissue,448,582,1,1:460
3,1707,1,inflammatory,335,696,20,4:340
3,1707,4,non_neoplastic_epithelial,340,1082,20,1:335
3,1710,1,inflammatory,369,1486,5,2:358
3,1710,2,connective_soft_tissue,358,1372,5,1:369
3,1722,1,inflammatory,868,855,3,2:860
3,1722,2,connective_soft_tissue,860,895,3,1:868
3,1730,1,inflammatory,382,751,3,2:394
3,1730,2,connective_soft_tissue,394,449,3,1:382
3,1746,0,neoplastic,408,889,178,4:19
3,1746,0,neoplastic,409,848,63,4:9
3,1746,4,non_neoplastic_epithelial,9,1596,63,0:409
3,1746,4,non_neoplastic_epithelial,19,2024,178,0:408
3,1802,1,inflammatory,785,625,6,2:793
3,1802,2,connective_soft_tissue,793,1098,6,1:785
3,1815,1,inflammatory,212,667,5,2:211
3,1815,2,connective_soft_tissue,211,951,5,1:212
3,1830,2,connective_soft_tissue,753,490,1,4:785
3,1830,4,non_neoplastic_epithelial,785,919,1,2:753
3,1864,1,inflammatory,247,1078,18,4:221
3,1864,4,non_neoplastic_epithelial,221,2788,18,1:247
3,1866,1,inflammatory,322,911,15,4:309
3,1866,4,non_neoplastic_epithelial,309,1888,15,1:322
3,1869,1,inflammatory,497,988,26,4:491
3,1869,4,non_neoplastic_epithelial,491,1020,26,1:497
3,1880,1,inflammatory,14,937,3,2:29
3,1880,2,connective_soft_tissue,29,563,3,1:14
3,1887,1,inflammatory,298,945,14,2:301
3,1887,2,connective_soft_tissue,301,748,14,1:298
3,1933,2,connective_soft_tissue,616,521,3,4:594
3,1933,4,non_neoplastic_epithelial,594,1408,3,2:616
3,1947,1,inflammatory,50,149,14,2:323
3,1947,2,connective_soft_tissue,323,555,14,1:50
3,1980,1,inflammatory,161,399,1,2:165
3,1980,2,connective_soft_tissue,165,313,1,1:161
3,1996,0,neoplastic,153,504,5,2:156
3,1996,2,connective_soft_tissue,156,272,5,0:153
3,2012,1,inflammatory,152,247,2,2:156
3,2012,2,connective_soft_tissue,156,744,2,1:152
3,2013,0,neoplastic,358,391,2,1:347
3,2013,1,inflammatory,347,341,2,0:358
3,2035,1,inflammatory,885,284,2,2:855
3,2035,2,connective_soft_tissue,855,606,2,1:885
3,2036,1,inflammatory,851,278,7,2:832
3,2036,2,connective_soft_tissue,832,326,7,1:851
3,2037,0,neoplastic,1106,1251,8,1:1155
3,2037,0,neoplastic,1119,519,1,1:1115
3,2037,1,inflammatory,1115,225,1,0:1119
3,2037,1,inflammatory,1155,326,8,0:1106
3,2038,1,inflammatory,1050,182,3,2:1031
3,2038,2,connective_soft_tissue,1031,419,3,1:1050
3,2039,0,neoplastic,48,312,2,2:53
3,2039,0,neoplastic,58,209,1,2:63
3,2039,2,connective_soft_tissue,53,330,2,0:48
3,2039,2,connective_soft_tissue,63,692,1,0:58
3,2046,0,neoplastic,172,523,11,2:182
3,2046,2,connective_soft_tissue,182,289,11,0:172
3,2102,1,inflammatory,41,381,2,2:52
3,2102,2,connective_soft_tissue,52,385,2,1:41
3,2116,0,neoplastic,243,625,3,1:241
3,2116,1,inflammatory,241,205,3,0:243
3,2151,0,neoplastic,401,303,21,2:92
3,2151,2,connective_soft_tissue,92,339,21,0:401
3,2152,1,inflammatory,2,339,7,2:9
3,2152,2,connective_soft_tissue,9,342,7,1:2
3,2155,0,neoplastic,356,344,2,2:345
3,2155,2,connective_soft_tissue,345,370,2,0:356
3,2156,1,inflammatory,362,156,2,2:367
3,2156,2,connective_soft_tissue,367,364,2,1:362
3,2182,2,connective_soft_tissue,195,66,1,3:192
3,2182,3,dead,192,39,1,2:195
3,2199,0,neoplastic,62,822,10,1:64
3,2199,1,inflammatory,64,223,10,0:62
3,2202,0,neoplastic,141,387,4,1:136
3,2202,1,inflammatory,136,526,4,0:141
3,2298,0,neoplastic,150,967,1,1:138
3,2298,1,inflammatory,138,553,1,0:150
3,2319,1,inflammatory,70,228,4,2:59
3,2319,2,connective_soft_tissue,59,708,4,1:70
3,2338,0,neoplastic,21,1786,6,2:29
3,2338,2,connective_soft_tissue,29,285,6,0:21
3,2371,0,neoplastic,293,471,9,2:283
3,2371,2,connective_soft_tissue,283,766,9,0:293
3,2376,0,neoplastic,395,339,1,1:380
3,2376,0,neoplastic,403,158,3,1:410
3,2376,1,inflammatory,380,307,1,0:395
3,2376,1,inflammatory,410,150,3,0:403
3,2377,0,neoplastic,334,251,6,1:349
3,2377,0,neoplastic,375,271,1,1:364
3,2377,0,neoplastic,382,363,1,1:363
3,2377,0,neoplastic,411,285,3,1:420
3,2377,0,neoplastic,461,335,3,1:482
3,2377,0,neoplastic,469,687,5,1:459
3,2377,1,inflammatory,349,796,6,0:334
3,2377,1,inflammatory,363,315,1,0:382
3,2377,1,inflammatory,364,230,1,0:375
3,2377,1,inflammatory,420,413,3,0:411
3,2377,1,inflammatory,459,318,5,0:469
3,2377,1,inflammatory,482,271,3,0:461
3,2378,0,neoplastic,549,302,2,1:529
3,2378,0,neoplastic,690,312,1,1:678
3,2378,1,inflammatory,529,407,2,0:549
3,2378,1,inflammatory,678,445,1,0:690
3,2379,0,neoplastic,600,249,7,1:584
3,2379,0,neoplastic,619,444,5,1:638
3,2379,0,neoplastic,620,343,6,1:607
3,2379,0,neoplastic,683,155,4,1:696
3,2379,1,inflammatory,584,237,7,0:600
3,2379,1,inflammatory,607,195,6,0:620
3,2379,1,inflammatory,638,587,5,0:619
3,2379,1,inflammatory,696,461,4,0:683
3,2380,0,neoplastic,586,726,5,1:605
3,2380,0,neoplastic,726,358,2,1:714
3,2380,1,inflammatory,605,707,5,0:586
3,2380,1,inflammatory,714,417,2,0:726
3,2381,0,neoplastic,834,1043,2,1:848
3,2381,0,neoplastic,923,179,4,1:939
3,2381,0,neoplastic,944,383,7,1:947
3,2381,1,inflammatory,848,535,2,0:834
3,2381,1,inflammatory,939,352,4,0:923
3,2381,1,inflammatory,947,846,7,0:944
3,2387,0,neoplastic,677,304,1,2:688
3,2387,2,connective_soft_tissue,688,265,1,0:677
3,2392,1,inflammatory,815,345,1,2:794
3,2392,1,inflammatory,863,347,4,2:853
3,2392,2,connective_soft_tissue,794,399,1,1:815
3,2392,2,connective_soft_tissue,853,422,4,1:863
3,2393,1,inflammatory,865,213,6,2:838
3,2393,2,connective_soft_tissue,838,385,6,1:865
3,2394,1,inflammatory,1150,302,1,2:1167
3,2394,1,inflammatory,1348,352,5,2:1364
3,2394,2,connective_soft_tissue,1167,490,1,1:1150
3,2394,2,connective_soft_tissue,1364,368,5,1:1348
3,2406,0,neoplastic,289,874,8,1:292
3,2406,1,inflammatory,292,566,8,0:289
3,2408,0,neoplastic,418,644,122,1:360
3,2408,1,inflammatory,360,190,122,0:418
3,2419,0,neoplastic,26,392,6,2:19
3,2419,0,neoplastic,129,438,5,3:137
3,2419,2,connective_soft_tissue,19,377,6,0:26
3,2419,3,dead,137,96,5,0:129
3,2422,0,neoplastic,419,571,1,1:420
3,2422,0,neoplastic,433,614,7,1:438
3,2422,1,inflammatory,420,296,1,0:419
3,2422,1,inflammatory,438,331,7,0:433
3,2427,0,neoplastic,231,552,4,1:226
3,2427,1,inflammatory,226,144,4,0:231
3,2430,0,neoplastic,457,612,2,3:466
3,2430,3,dead,466,170,2,0:457
3,2436,0,neoplastic,122,1059,9,2:128
3,2436,2,connective_soft_tissue,128,1079,9,0:122
3,2451,0,neoplastic,302,814,3,3:318
3,2451,3,dead,318,596,3,0:302
3,2454,0,neoplastic,537,1157,4,2:566
3,2454,2,connective_soft_tissue,566,300,4,0:537
3,2474,0,neoplastic,322,208,1,1:323
3,2474,1,inflammatory,323,358,1,0:322
3,2474,1,inflammatory,461,338,8,2:436
3,2474,2,connective_soft_tissue,436,546,8,1:461
3,2475,0,neoplastic,729,790,3,1:747
3,2475,1,inflammatory,563,341,3,2:575
3,2475,1,inflammatory,747,49,3,0:729
3,2475,2,connective_soft_tissue,575,191,3,1:563
3,2487,1,inflammatory,196,258,13,4:224
3,2487,4,non_neoplastic_epithelial,224,538,13,1:196
3,2500,2,connective_soft_tissue,388,280,9,4:96
3,2500,4,non_neoplastic_epithelial,96,290,9,2:388
3,2506,1,inflammatory,87,419,5,2:99
3,2506,2,connective_soft_tissue,99,514,5,1:87
3,2509,1,inflammatory,385,330,6,4:379
3,2509,4,non_neoplastic_epithelial,379,556,6,1:385
3,2510,0,neoplastic,42,572,3,1:53
3,2510,1,inflammatory,53,161,3,0:42
3,2515,0,neoplastic,457,377,1,2:447
3,2515,2,connective_soft_tissue,447,373,1,0:457
3,2516,0,neoplastic,461,500,3,2:443
3,2516,2,connective_soft_tissue,443,580,3,0:461
3,2531,1,inflammatory,160,608,4,2:156
3,2531,2,connective_soft_tissue,156,933,4,1:160
3,2539,0,neoplastic,102,178,2,2:103
3,2539,2,connective_soft_tissue,103,322,2,0:102
3,2565,1,inflammatory,348,236,3,2:345
3,2565,2,connective_soft_tissue,345,507,3,1:348
3,2566,1,inflammatory,83,141,2,2:78
3,2566,2,connective_soft_tissue,78,434,2,1:83
3,2574,1,inflammatory,348,281,2,2:357
3,2574,2,connective_soft_tissue,357,257,2,1:348
3,2584,0,neoplastic,88,279,2,2:82
3,2584,2,connective_soft_tissue,82,346,2,0:88
3,2590,0,neoplastic,273,267,2,2:260
3,2590,2,connective_soft_tissue,260,55,2,0:273
3,2593,0,neoplastic,415,319,2,2:419
3,2593,0,neoplastic,420,303,1,2:416
3,2593,2,connective_soft_tissue,416,408,1,0:420
3,2593,2,connective_soft_tissue,419,547,2,0:415
3,2601,2,connective_soft_tissue,247,532,2,3:245
3,2601,3,dead,245,528,2,2:247
3,2606,1,inflammatory,312,484,6,2:314
3,2606,2,connective_soft_tissue,314,464,6,1:312
3,2607,0,neoplastic,221,372,1,2:244
3,2607,2,connective_soft_tissue,244,111,1,0:221
3,2608,0,neoplastic,180,441,3,1:159
3,2608,1,inflammatory,159,310,3,0:180
3,2616,0,neoplastic,966,381,8,2:976
3,2616,0,neoplastic,996,375,1,2:1025
3,2616,2,connective_soft_tissue,976,385,8,0:966
3,2616,2,connective_soft_tissue,1025,351,1,0:996
3,2630,0,neoplastic,360,515,7,1:372
3,2630,0,neoplastic,380,522,1,1:372
3,2630,1,inflammatory,372,750,8,0:360;0:380
